code,name,"Agriculture, forestry and fishing",Mining,Manufacturing,"Electricity, gas, water and waste services",Construction,Wholesale trade,Retail trade,Accommodation and food services,"Transport, postal and warehousing",Information media and telecommunications,Finance and insurance services,"Rental, hiring and real estate services","Professional, scientific and technical services",Administrative and support services,Public administration and safety,Education and training,Health care and social assistance,Arts and recreation services,Other services,total,"Agriculture, forestry and fishing",Mining,Manufacturing,"Electricity, gas, water and waste services",Construction,Wholesale trade,Retail trade,Accommodation and food services,"Transport, postal and warehousing",Information media and telecommunications,Finance and insurance services,"Rental, hiring and real estate services","Professional, scientific and technical services",Administrative and support services,Public administration and safety,Education and training,Health care and social assistance,Arts and recreation services,Other services,median_income_per_job
SA2,SA2 NAME,Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($)
119021363,Canterbury (South) - Campsie,0.1,0,1.2,0.1,1.3,1.1,2.5,3.7,0.8,0.4,1.1,0.5,1.6,3.2,0.8,1.3,2.6,0.3,0.8,24.3,"9,858","57,530","39,600","56,181","33,501","33,088","22,496","12,283","53,072","48,652","54,201","30,546","44,359","12,978","51,104","35,952","29,906","21,900","23,062","24,770"
119021364,Kingsgrove (North) - Earlwood,0,0,0.6,0.1,1.3,0.8,1.5,1.1,0.7,0.5,1,0.4,1.5,1.3,1,1.6,1.1,0.4,0.6,16.3,"11,602","100,696","51,470","96,209","50,581","56,804","22,028","11,637","63,375","49,362","68,604","45,563","50,236","21,450","59,903","45,600","37,238","13,504","35,851","40,083"
119021366,Punchbowl,0,0,0.7,0.1,1,0.6,1.5,1,0.6,0.1,0.6,0.2,0.7,1.3,0.6,0.7,1.1,0.1,0.5,12.1,"9,600","48,514","41,624","33,692","35,041","39,451","19,956","11,625","40,822","45,427","46,999","37,945","33,151","15,309","24,345","29,671","27,403","15,601","21,464","26,062"
119021367,Roselands,0,0,0.4,0.1,0.7,0.5,1,0.6,0.5,0.1,0.5,0.2,0.7,0.9,0.5,0.7,0.8,0.1,0.3,9.1,946,"103,132","44,200","66,016","44,282","48,735","22,118","12,090","57,643","52,899","55,926","42,365","43,205","15,719","45,444","40,914","30,145","14,980","30,560","33,532"
119021573,Lakemba,0,0,0.5,0,0.4,0.4,1.3,1,0.4,0.1,0.3,0.1,0.6,1.5,0.7,0.5,0.7,0.1,0.3,9.6,"12,649","33,955","39,606","61,296","38,686","30,520","18,961","13,960","39,793","60,000","37,000","20,102","31,967","13,795","28,456","19,056","29,269","21,476","19,668","23,050"
119021574,Wiley Park,0,0,0.3,0,0.3,0.3,0.9,0.6,0.3,0.1,0.2,0.1,0.4,0.8,0.4,0.3,0.5,0.1,0.2,6,"3,115","40,769","40,535","56,709","32,428","43,863","21,112","11,332","46,204","43,928","49,729","32,976","25,809","12,437","23,140","21,076","29,601","14,323","17,803","23,488"
119031368,Hurstville,0.1,0,0.8,0.1,0.7,0.9,2.2,3.5,0.7,0.3,1.1,0.4,1.6,2.8,0.5,1,2.3,0.3,0.5,20.2,"4,720","107,400","35,853","90,349","35,089","34,936","21,216","11,400","56,062","53,651","61,974","27,223","41,973","13,776","60,559","19,731","25,182","16,793","19,811","23,087"
119031369,Mortdale - Penshurst,0,0,0.8,0.1,1,0.8,1.9,1.9,0.7,0.4,1.3,0.4,1.8,2,1,1.5,2.1,0.3,0.6,19.2,"2,589","52,355","45,113","92,722","46,644","52,221","20,218","13,094","63,807","61,542","72,948","46,885","53,441","16,644","66,487","45,020","33,793","15,065","26,383","34,705"
119031370,Narwee - Beverly Hills,0,0,0.4,0.1,0.5,0.4,1,0.9,0.5,0.2,0.7,0.2,0.9,0.9,0.4,0.6,0.9,0.2,0.3,9.5,"12,687","107,071","44,731","52,000","42,526","48,182","22,417","12,570","55,000","58,640","64,425","34,383","51,215","15,154","59,856","30,916","28,295","16,262","27,950","32,788"
119031371,Oatley - Hurstville Grove,0,0,0.4,0.1,0.5,0.4,0.8,0.6,0.3,0.2,0.7,0.2,1.1,0.7,0.5,1,0.8,0.2,0.3,9.2,"16,660","21,641","56,555","118,314","50,220","53,091","18,516","11,385","73,824","67,334","78,766","48,046","56,230","19,273","70,073","41,517","32,721","14,929","25,060","40,000"
119031372,Peakhurst - Lugarno,0,0,0.6,0.1,1,0.7,1.2,0.8,0.7,0.2,1,0.3,1.2,1,0.8,1.2,1.1,0.3,0.4,13.1,"14,779","99,353","56,320","101,006","47,476","59,958","21,034","12,443","61,209","59,172","61,525","50,195","50,752","22,349","61,848","43,705","38,093","14,363","29,337","40,436"
119031373,Riverwood,0,0,0.4,0,0.4,0.4,0.8,0.9,0.4,0.1,0.5,0.2,0.6,0.9,0.3,0.4,0.7,0.1,0.2,7.7,"8,170","74,465","39,053","67,640","36,964","41,163","23,263","13,019","49,625","40,497","57,508","33,374","51,184","14,473","47,336","27,373","27,459","18,486","26,216","29,162"
119031374,South Hurstville - Blakehurst,0,0,0.7,0.1,1,0.9,2.1,2.7,0.7,0.3,1.2,0.5,1.8,2.3,0.7,1.2,2.1,0.3,0.5,19.9,"11,511","46,842","42,980","75,680","41,600","43,619","19,586","12,338","56,266","54,166","65,018","35,630","45,968","15,069","60,966","33,146","27,000","15,263","22,550","27,260"
119041375,Arncliffe - Bardwell Valley,0.1,0,0.7,0.1,1.2,0.9,2.1,2.9,1,0.5,1.5,0.5,2.6,3.1,0.9,1.4,1.2,0.4,0.6,22.3,"2,939","123,067","38,465","62,500","37,395","45,000","20,906","10,324","54,697","48,283","66,577","32,876","49,835","10,942","67,082","28,213","31,792","14,307","26,053","27,423"
119041376,Bexley,0,0,0.8,0.1,1.1,0.8,2,2,1,0.3,1.1,0.4,1.5,2.2,0.9,1.4,2,0.3,0.6,19.3,"7,148","97,429","47,923","69,224","41,948","47,172","21,633","13,239","56,733","64,175","61,939","42,463","50,114","16,417","61,993","37,190","31,767","17,009","26,103","32,000"
119041377,Kingsgrove (South) - Bardwell Park,0,0,0.4,0,0.6,0.4,0.8,0.7,0.4,0.2,0.7,0.2,0.8,0.7,0.5,0.8,0.7,0.1,0.3,8.7,"7,966","73,680","49,668","91,770","51,189","51,535","22,716","13,350","59,420","70,812","70,611","45,953","54,036","19,512","64,224","40,047","30,817","17,947","36,411","38,961"
119041378,Kogarah,0,0,0.3,0,0.4,0.4,1,1.3,0.4,0.2,0.6,0.2,1.2,1.4,0.4,0.4,1.3,0.1,0.3,10.4,"3,810","92,026","40,885","68,640","43,333","42,885","23,673","13,978","61,054","54,170","63,278","27,360","60,939","12,601","62,629","39,652","30,978","21,186","27,139","31,100"
119041379,Kogarah Bay - Carlton - Allawah,0,0,0.6,0,0.6,0.5,1.3,1.5,0.6,0.2,0.8,0.3,1,1.4,0.6,0.8,1.3,0.2,0.3,12.6,"9,984","95,873","49,957","88,351","48,737","47,990","22,333","12,466","61,269","59,580","64,239","46,274","45,440","15,856","55,345","35,764","32,160","14,872","24,697","31,644"
119041380,Monterey - Brighton-le-Sands - Kyeemagh,0,0,0.4,0.1,0.8,0.4,0.9,0.7,0.6,0.2,0.6,0.2,0.9,1.1,0.6,0.7,0.8,0.2,0.3,10,"10,440","67,122","52,552","83,249","45,085","54,910","24,219","12,968","65,632","31,537","58,967","41,279","50,318","13,900","56,169","44,562","32,862","15,786","32,858","36,449"
119041381,Rockdale - Banksia,0.1,0,0.7,0.1,0.8,0.6,1.9,3.1,0.8,0.3,0.8,0.3,1.4,3,0.7,0.8,1.8,0.3,0.5,18.5,"4,230","109,644","36,735","69,531","41,552","40,619","22,213","12,152","55,802","58,095","58,104","29,416","48,721","12,544","58,114","32,226","29,439","14,421","25,322","24,496"
119041382,Sans Souci - Ramsgate,0,0,0.5,0.1,0.8,0.5,1,0.7,0.8,0.2,0.7,0.3,1,0.9,0.6,0.8,0.9,0.2,0.4,11.1,"5,269","124,286","59,364","79,140","51,740","56,850","23,329","14,605","65,584","45,413","58,642","41,417","51,284","20,991","66,533","42,404","34,409","15,408","36,928","41,591"
120011383,Concord - Mortlake - Cabarita,0,0,0.7,0.1,1.2,0.9,1.3,1,0.4,0.4,1.2,0.5,1.8,1.3,0.9,1.7,1.4,0.3,0.5,16.5,"3,581","124,780","66,498","114,776","54,219","65,490","24,151","13,103","71,229","66,580","77,180","44,800","57,495","26,322","60,731","40,005","37,044","17,424","34,600","43,903"
120011384,Concord West - North Strathfield,0,0,0.7,0.1,0.9,1,1.5,2,0.4,0.5,1.7,0.5,2.7,1.7,0.9,1.4,1.4,0.3,0.5,19,"5,575","100,000","55,884","104,280","48,245","51,446","20,520","10,805","59,390","69,501","70,852","35,898","54,827","19,800","72,690","33,228","30,973","13,345","28,997","37,385"
120011385,Drummoyne - Rodd Point,0,0,0.4,0.1,0.8,0.7,1,0.9,0.3,0.5,1.2,0.4,1.9,1.1,0.8,1.4,1,0.3,0.4,13.9,"6,340","156,463","67,494","108,375","58,811","70,337","23,866","10,844","71,346","63,610","94,589","60,463","67,310","33,343","65,476","36,030","34,984","12,016","33,714","48,499"
120011386,Five Dock - Abbotsford,0,0,0.5,0.1,0.9,0.7,1.2,0.9,0.4,0.5,1.2,0.4,1.9,1.2,0.9,1.5,1.2,0.3,0.5,15,"5,752","183,137","63,812","117,686","64,118","70,107","23,821","13,621","71,240","72,871","84,249","48,412","66,499","25,457","65,651","43,726","36,627","13,713","39,354","48,527"
120021387,Balmain,0,0,0.4,0.1,0.6,0.5,0.7,0.7,0.3,0.7,1.4,0.3,2.1,1,0.6,1.3,0.8,0.3,0.3,12.5,"4,562","178,152","77,022","121,319","72,364","86,903","23,965","9,965","87,422","61,235","121,049","63,926","81,537","36,650","75,949","38,228","46,665","21,572","38,418","57,983"
120021388,Leichhardt - Annandale,0.1,0,0.6,0.1,0.9,0.9,1.4,1.6,0.4,1.3,1.6,0.4,3.3,1.9,1.3,2.6,1.6,0.6,0.7,22.3,"4,895","111,277","59,815","101,752","62,819","70,951","21,278","10,372","70,826","57,750","104,565","53,708","70,000","22,650","74,453","44,484","44,026","17,083","42,850","48,764"
120021389,Lilyfield - Rozelle,0,0,0.3,0,0.5,0.5,0.7,0.7,0.2,0.7,1,0.3,1.8,0.9,0.7,1,0.7,0.3,0.3,11.1,"7,563","154,831","71,816","124,571","63,798","93,320","25,811","10,550","65,996","70,589","109,964","62,496","80,037","28,792","72,674","43,785","46,760","24,710","46,728","55,406"
120031390,Ashfield,0.1,0,0.7,0.1,0.7,0.7,1.8,3.1,0.5,0.6,1.2,0.3,2.2,2.5,1.1,1.9,2.2,0.5,0.6,21.5,"5,014","77,925","39,213","79,921","51,284","36,672","21,538","11,033","53,075","48,195","65,000","29,242","54,700","14,773","61,007","34,781","31,679","14,027","22,489","27,501"
120031391,Burwood - Croydon,0.1,0,0.7,0.1,0.8,0.9,1.8,3.3,0.5,0.4,1.2,0.4,2,2.3,0.8,1.5,1.7,0.3,0.5,20.2,"3,427","70,063","34,656","90,329","37,028","33,336","17,510","10,121","54,964","57,115","62,947","36,330","43,584","12,533","57,616","22,567","27,366","16,205","21,898","23,153"
120031392,Canterbury (North) - Ashbury,0,0,0.3,0,0.5,0.4,0.7,0.9,0.3,0.4,0.6,0.2,0.9,0.9,0.6,1,0.8,0.2,0.3,9.5,"2,378","151,843","41,527","72,444","48,385","48,421","21,480","11,331","63,594","47,265","71,268","32,824","59,451","13,898","62,635","46,196","38,045","17,660","37,499","36,000"
120031393,Croydon Park - Enfield,0,0,0.4,0,0.8,0.6,1.1,0.9,0.4,0.3,0.8,0.3,1.2,1,0.8,1.3,1.2,0.2,0.4,12.1,"4,924","48,750","52,937","87,255","47,391","51,491","24,873","16,282","59,638","60,226","61,209","50,340","51,711","18,921","61,270","36,701","34,713","17,482","26,663","38,302"
120031394,Dulwich Hill - Lewisham,0,0,0.5,0.1,0.6,0.6,1.1,1.1,0.4,0.9,1,0.2,2,1.4,1.1,1.8,1.2,0.4,0.5,15.3,"4,653","126,148","55,714","88,437","60,076","54,436","27,219","11,867","63,421","45,489","81,657","54,879","63,967","20,577","64,496","51,301","42,092","20,222","41,444","45,584"
120031395,Haberfield - Summer Hill,0,0,0.3,0,0.4,0.4,0.8,0.8,0.2,0.5,0.8,0.2,1.5,0.9,0.8,1.4,0.9,0.3,0.4,11,"3,685","100,246","58,195","116,700","61,093","59,544","23,651","11,489","71,227","60,532","89,780","52,848","64,383","18,487","63,506","39,804","39,501","11,864","32,402","42,904"
120031396,Homebush,0.1,0,0.8,0.1,0.7,1,2.4,2.8,0.5,0.4,1.1,0.3,2.4,2.8,0.6,0.9,1.7,0.2,0.5,19.9,"4,601","92,212","29,263","65,875","36,433","32,640","20,551","11,323","39,842","54,370","63,970","24,528","56,427","13,161","63,211","27,071","26,784","14,007","21,486","24,447"
120031575,Strathfield,0.1,0,0.8,0.1,0.9,1,2.2,4.3,0.4,0.3,1.2,0.5,3,3.3,0.7,1.4,2.5,0.3,0.6,24.5,"3,020","46,625","24,529","118,818","38,083","39,456","19,624","10,040","38,916","51,271","68,763","28,600","54,519","11,836","53,574","17,101","30,426","12,841","15,489","22,263"
120031576,Strathfield South, np , np ,0.1,0,0.2,0.1,0.2,0.2,0.1,0.1,0.2,0.1,0.3,0.3,0.1,0.3,0.2,0,0.1,2.7,np,np,"46,251","92,970","42,952","55,900","24,624","17,748","47,133","48,197","70,903","34,552","52,868","18,348","46,684","31,374","41,603","19,320","30,918","38,891"
121011398,Chatswood (East) - Artarmon,0.1,0,0.6,0.1,0.7,1.2,1.8,2.3,0.4,0.8,2.2,0.5,3.5,1.8,0.7,1.5,1.8,0.3,0.6,21.6,"4,427","128,178","50,217","90,990","55,620","64,807","20,600","10,388","67,435","70,486","87,671","40,040","66,734","22,818","60,810","21,315","30,317","16,248","22,860","37,659"
121011399,Chatswood (West) - Lane Cove North,0,0,0.5,0.1,0.6,0.9,1.3,1.3,0.3,0.7,1.5,0.4,2.8,1.3,0.7,1.5,1.6,0.2,0.4,16.7,"2,752","106,798","67,117","106,665","58,809","73,406","23,508","12,685","60,299","74,191","93,938","45,516","67,104","25,440","65,610","28,161","34,611","19,327","34,996","44,962"
121011400,Lane Cove - Greenwich,0.1,0,0.7,0.1,0.9,1.1,1.4,1.3,0.3,0.9,2.3,0.5,3.9,1.7,1,2.1,2.1,0.4,0.6,22.3,"6,433","133,449","74,315","125,293","67,427","74,887","19,994","10,235","65,498","79,043","96,347","58,695","66,486","23,928","62,542","28,681","39,002","16,940","32,078","48,445"
121011401,St Leonards - Naremburn,0,0,0.3,0,0.3,0.6,0.5,0.6,0.2,0.5,1.2,0.2,2,0.8,0.4,0.7,0.7,0.1,0.2,9.8,"6,931","157,399","76,162","122,272","76,465","86,877","29,068","14,269","78,013","81,460","103,971","71,161","75,302","42,800","81,002","36,832","44,025","22,691","39,426","61,937"
121011402,Willoughby - Castle Cove - Northbridge,0.1,0,0.5,0.1,0.6,0.8,1.4,1.2,0.3,0.8,2,0.6,3.1,1.2,0.7,1.5,1.5,0.3,0.4,17.8,"8,172","80,000","66,071","110,440","67,966","76,435","18,409","7,709","68,531","58,983","120,319","57,911","71,233","30,895","59,962","18,594","35,113","14,622","31,168","45,334"
121021403,Asquith - Mount Colah,0,0,0.7,0.1,0.8,0.8,1.4,0.9,0.3,0.5,1,0.3,1.9,1.1,0.9,1.7,2.1,0.3,0.5,16,"19,982","101,985","56,169","109,318","56,410","68,588","20,210","9,731","68,254","84,538","81,634","41,296","65,083","23,588","69,997","40,317","36,317","8,545","32,049","43,986"
121021404,Berowra - Brooklyn - Cowan,0,0,0.4,0.1,0.6,0.4,0.7,0.5,0.2,0.3,0.5,0.2,1,0.5,0.5,1,0.9,0.2,0.3,8.7,"13,418","86,392","61,565","104,133","54,242","74,560","18,092","9,900","59,453","68,250","78,915","49,775","66,827","29,993","60,410","45,235","34,275","10,972","33,042","42,925"
121021406,Normanhurst - Thornleigh - Westleigh,0,0,0.5,0.1,0.6,0.7,1.1,0.7,0.2,0.4,0.9,0.2,1.8,0.9,0.8,1.8,1.5,0.2,0.4,13.4,"8,274","130,536","70,750","130,055","52,608","76,480","21,150","7,365","72,388","84,301","83,431","43,290","67,710","25,391","66,569","39,492","32,544","13,112","32,242","44,825"
121021577,Hornsby - East,0,0,0.4,0,0.3,0.5,1.1,1,0.2,0.2,0.6,0.2,1.2,1.1,0.4,0.7,1.6,0.1,0.3,10.3,"2,828","50,299","46,539","97,904","49,242","58,628","24,555","12,012","62,651","85,676","77,265","35,607","64,730","16,288","64,555","32,563","31,644","16,018","28,931","35,000"
121021578,Hornsby - West,0,0,0.3,0,0.3,0.4,0.7,0.5,0.2,0.2,0.5,0.1,1,0.6,0.4,0.8,0.9,0.1,0.2,7.7,"7,172","83,971","56,917","106,015","47,648","65,602","21,705","11,061","69,477","69,285","72,831","50,394","64,133","17,946","62,561","39,441","30,640","11,206","21,566","40,294"
121021579,Waitara - Wahroonga (West),0,0,0.3,0,0.2,0.4,0.6,0.5,0.1,0.3,0.8,0.1,1.5,0.7,0.3,0.6,1,0.1,0.2,8.1,"10,494","107,500","45,460","126,031","51,275","71,798","23,971","12,765","62,849","83,847","80,693","42,565","71,809","26,632","63,668","27,750","34,930","27,529","30,355","45,518"
121031407,Gordon - Killara,0,0,0.5,0.1,0.5,0.8,1.3,0.9,0.2,0.5,1.5,0.4,2.5,1,0.6,1.6,1.5,0.2,0.4,15.2,"13,417","128,961","58,806","129,855","49,156","60,000","17,018","12,000","64,948","68,156","94,516","37,522","64,571","24,636","64,484","19,501","30,593","12,472","23,859","40,000"
121031408,Lindfield - Roseville,0,0,0.5,0.1,0.6,0.8,1.3,1,0.3,0.6,1.8,0.4,2.8,1.2,0.8,1.7,1.6,0.3,0.4,16.9,"9,872","142,551","69,538","143,573","51,676","72,126","16,400","10,703","70,937","71,331","99,604","48,352","67,486","27,181","69,508","19,165","30,031","14,569","24,960","42,239"
121031409,Pymble,0,0,0.4,0.1,0.4,0.7,0.9,0.6,0.2,0.4,1.1,0.3,2,0.8,0.4,1.3,1.3,0.2,0.4,12,"7,481","111,834","82,120","133,878","55,462","79,946","16,171","8,640","71,076","77,548","99,418","46,402","60,568","29,636","69,865","23,586","34,452","11,950","21,149","43,694"
121031410,St Ives,0,0,0.5,0.1,0.5,0.9,1.3,0.7,0.2,0.5,1.3,0.4,2.2,0.9,0.5,1.4,1.4,0.2,0.4,13.9,"18,805","95,833","73,795","76,800","52,055","80,134","17,606","10,739","56,250","87,878","91,602","46,000","67,199","34,654","62,836","27,082","32,093","15,143","24,720","43,732"
121031411,Turramurra,0,0,0.4,0,0.5,0.7,1,0.7,0.2,0.5,1.3,0.3,2.1,0.8,0.6,1.6,1.4,0.2,0.3,13.3,"12,134","117,562","74,955","187,060","59,501","81,391","14,983","9,483","76,591","87,882","95,823","41,096","70,044","31,281","59,274","26,073","29,744","12,199","28,876","42,120"
121031412,Wahroonga (East) - Warrawee,0,0,0.4,0,0.5,0.6,0.9,0.6,0.2,0.5,1.2,0.3,1.9,0.8,0.5,1.4,1.5,0.2,0.3,12.5,"15,109","112,874","70,354","95,441","48,923","81,899","14,702","9,060","65,189","63,839","93,369","44,567","64,477","26,875","65,852","24,633","30,630","13,776","26,270","41,630"
121041413,Cremorne - Cammeray,0.1,0,0.4,0.1,0.5,0.7,0.9,1.1,0.3,0.7,1.8,0.4,2.7,1.3,0.7,1.2,1.1,0.3,0.3,15.1,"4,684","149,680","68,352","114,988","68,109","84,103","22,777","12,771","79,521","65,162","117,058","62,459","78,381","29,174","75,639","30,974","43,552","17,564","37,284","55,231"
121041414,Crows Nest - Waverton,0,0,0.4,0.1,0.5,0.7,0.9,1,0.2,0.8,1.7,0.3,3.1,1.3,0.8,1.4,1.2,0.2,0.4,15.6,"5,292","134,217","73,897","110,000","77,152","84,223","26,169","11,601","73,525","70,935","102,441","60,941","75,794","32,493","72,314","39,007","41,836","16,791","38,410","57,692"
121041415,Mosman,0.1,0.1,0.5,0.1,0.7,0.9,1.6,1.6,0.3,0.9,2.5,0.7,3.6,1.6,0.9,1.8,1.5,0.4,0.5,21.1,"7,780","118,829","68,875","138,508","67,270","72,750","18,697","9,000","75,801","61,822","116,281","54,950","67,280","29,090","60,494","19,648","35,954","15,760","33,341","45,662"
121041416,Neutral Bay - Kirribilli,0,0,0.4,0.1,0.5,0.6,0.9,1,0.2,0.7,1.6,0.4,3,1.4,0.7,1.1,1.1,0.3,0.4,15,"4,238","104,109","68,892","128,399","63,846","76,543","26,021","10,991","69,869","56,038","95,130","51,415","73,059","24,967","73,794","37,000","38,112","21,452","42,997","50,430"
121041417,North Sydney - Lavender Bay,0.1,0,0.3,0.1,0.4,0.5,0.6,0.7,0.2,0.5,1.2,0.3,2.4,1.1,0.5,0.8,0.7,0.2,0.3,11.2,"5,114","101,892","66,391","141,633","80,113","75,079","23,425","11,734","80,420","76,527","99,408","53,236","74,384","24,315","78,095","35,237","40,799","14,910","33,447","56,074"
122011418,Balgowlah - Clontarf - Seaforth,0.1,0,0.5,0.1,0.7,0.8,1.3,1.1,0.2,0.6,1.5,0.4,2.4,1.1,0.6,1.4,1.1,0.3,0.3,15.2,"7,353","120,122","63,659","126,710","55,524","66,238","16,138","7,766","61,554","56,528","119,417","56,788","69,992","27,000","62,147","22,896","30,884","9,016","28,167","40,732"
122011419,Manly - Fairlight,0.2,0,0.6,0.1,0.9,0.9,1.3,2.5,0.3,0.9,1.8,0.5,3.9,2.3,0.7,1.5,1.3,0.4,0.5,21.3,"3,087","99,999","52,095","109,533","51,335","66,096","18,750","7,224","68,296","58,435","106,697","50,000","73,711","15,290","60,041","28,647","29,906","12,330","24,234","37,172"
122021420,Avalon - Palm Beach,0.1,0,0.4,0,0.7,0.5,0.8,0.8,0.2,0.4,0.5,0.3,1.3,0.5,0.3,0.8,0.8,0.2,0.3,9.2,"6,043","170,172","45,731","71,682","43,846","63,993","16,372","6,715","70,812","24,900","60,000","41,476","46,500","23,210","51,386","35,844","28,990","11,116","26,422","31,178"
122021421,Bayview - Elanora Heights,0,0,0.3,0,0.7,0.5,0.7,0.5,0.2,0.3,0.4,0.2,1,0.4,0.3,0.7,0.7,0.2,0.2,7.6,"9,121","77,372","58,005","72,540","50,280","69,406","15,973","6,830","53,933","41,739","60,592","38,000","50,976","26,026","61,574","29,794","29,197","10,419","28,642","34,600"
122021422,Newport - Bilgola,0,0,0.5,0,0.9,0.6,0.9,0.8,0.2,0.5,0.5,0.3,1.4,0.6,0.4,1,1,0.2,0.3,10.5,"4,983","92,948","52,546","71,286","52,000","62,768","20,699","8,000","56,650","34,197","64,130","39,197","52,197","24,537","44,412","37,733","29,283","10,656","29,107","35,429"
122021423,Warriewood - Mona Vale,0.1,0,1,0.1,1.6,1.2,1.9,1.3,0.4,0.6,1,0.4,2.1,1.2,1,1.7,1.9,0.4,0.7,19,"8,093","130,767","55,883","86,128","50,295","63,853","19,258","8,856","59,077","35,587","59,241","42,593","53,313","19,264","66,434","40,436","30,323","12,766","28,977","36,638"
122031424,Beacon Hill - Narraweena,0,0,0.5,0.1,0.8,0.6,1.2,0.8,0.2,0.3,0.6,0.2,1.1,0.7,0.5,0.8,1.1,0.2,0.3,10.4,"11,000","109,099","54,918","84,689","48,051","57,984","21,033","10,150","59,877","58,566","68,665","47,696","56,434","20,603","62,608","35,655","32,927","14,734","26,575","37,222"
122031425,Cromer,0,0,0.3,0,0.5,0.3,0.6,0.4,0.1,0.2,0.4,0.1,0.6,0.3,0.3,0.5,0.6,0.1,0.2,5.8,"3,827","87,275","56,844","57,419","49,947","65,870","19,904","8,699","48,569","44,513","57,883","39,064","61,309","28,442","69,287","41,649","31,612","8,033","25,534","38,104"
122031426,Dee Why - North Curl Curl,0.1,0,1.1,0.1,1.5,1.3,2.8,3,0.4,0.6,1.4,0.4,2.6,2.1,1,1.6,3.1,0.4,0.8,24.9,"3,153","103,064","48,847","72,915","51,536","59,505","23,015","10,317","49,163","50,677","63,576","39,417","59,058","16,689","67,473","31,238","34,506","15,327","25,032","33,288"
122031427,Forestville - Killarney Heights,0,0,0.3,0,0.5,0.5,0.8,0.5,0.2,0.3,0.7,0.2,1.3,0.6,0.3,0.9,0.9,0.1,0.3,8.8,"5,338","103,176","67,963","108,303","52,424","78,604","16,835","9,848","62,676","84,988","88,352","54,937","64,010","27,048","66,831","27,507","32,372","9,511","31,815","40,628"
122031428,Frenchs Forest - Belrose,0,0,0.8,0.1,1.1,1.1,1.8,1.1,0.3,0.6,1.3,0.4,2.4,1.2,0.9,1.8,1.9,0.4,0.7,18.5,"11,735","89,723","65,131","106,565","52,301","67,132","19,994","10,023","55,587","75,251","79,043","52,435","61,189","26,556","63,994","36,603","38,052","12,491","28,928","41,016"
122031429,Freshwater - Brookvale,0.1,0,0.8,0.1,1.3,1,1.6,1.6,0.3,0.7,1.4,0.5,2.6,1.5,0.8,1.5,1.5,0.4,0.6,18.8,"4,234","67,480","50,673","94,165","54,425","59,931","20,351","9,016","63,467","59,813","90,090","53,522","69,235","20,523","68,027","34,994","34,915","15,057","31,087","41,305"
122031430,Manly Vale - Allambie Heights,0.1,0,0.5,0.1,0.8,0.6,1.3,1.1,0.2,0.5,1.1,0.3,1.8,1,0.6,1.2,1.2,0.2,0.4,13.5,"7,399","94,312","47,983","91,285","55,074","60,409","19,761","8,805","58,299","56,056","98,006","47,518","64,987","21,983","65,472","32,760","30,896","14,060","22,410","38,429"
122031431,Narrabeen - Collaroy,0.1,0,0.8,0.1,1.6,1.1,1.8,1.5,0.4,0.6,1.1,0.4,2.3,1.4,1,1.6,1.9,0.4,0.6,19.3,"4,833","112,496","53,359","94,447","50,654","62,688","20,760","8,203","51,202","50,769","65,170","46,401","57,748","19,398","68,631","40,748","31,795","13,900","29,000","37,500"
122031432,Terrey Hills - Duffys Forest,0,0,0.1,0,0.2,0.2,0.2,0.2,0,0.1,0.2,0.1,0.3,0.2,0.1,0.2,0.3,0.1,0.1,2.7,"4,354","24,022","65,027","63,314","44,772","57,397","24,970","12,185","47,028","34,606","69,007","49,834","62,604","17,837","55,593","41,099","33,158","10,892","27,535","37,998"
123011433,Camden - Ellis Lane,0,0,0.5,0.1,1,0.4,0.8,0.6,0.4,0.1,0.4,0.2,0.6,0.6,0.6,1.1,0.7,0.1,0.3,8.9,"22,046","132,993","66,700","99,157","51,862","62,675","21,678","8,878","55,003","50,046","31,710","54,726","56,055","19,594","69,107","52,537","34,593","6,000","31,364","42,709"
123011434,Elderslie - Harrington Park,0,0,1.2,0.2,2,0.9,1.9,1.3,0.8,0.2,0.9,0.5,1.1,1.3,1.2,1.8,1.5,0.3,0.6,18.4,"13,300","120,307","69,031","101,605","51,157","61,767","24,416","8,229","61,493","52,964","49,947","40,791","49,123","20,926","69,547","51,502","34,189","9,120","32,704","40,869"
123011435,Mount Annan - Currans Hill,0,0,1.8,0.2,2.4,1.4,2.7,1.7,1.5,0.2,1.1,0.5,1.3,2.2,1.9,2.2,2.2,0.4,0.8,25.5,"13,503","93,035","65,046","98,642","51,807","60,459","29,946","10,073","61,866","46,161","48,061","37,243","51,045","19,667","64,433","55,769","35,322","12,531","35,285","43,213"
